"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030900","forebrain development","14/112","419/18860",0.0334128878281623,5.62649164677804,7.40214228839123,1.90807627569272e-07,0.000368258721208694,0.000345060530698956,"ELAVL4/NEUROD1/EOMES/PGAP1/NEUROG2/EMX1/PLXNA4/FYN/CNTN2/LHX2/CHD7/ROBO2/CORO1C/SLC38A2",14
"GO:0021537","telencephalon development","11/112","291/18860",0.0378006872852234,6.36536573392243,7.12922689573125,1.28905884545256e-06,0.00124394178586172,0.00116558057709868,"NEUROD1/EOMES/EMX1/PLXNA4/FYN/CNTN2/LHX2/CHD7/ROBO2/CORO1C/SLC38A2",11
"GO:0021871","forebrain regionalization","4/112","24/18860",0.166666666666667,28.0654761904762,10.2545786796429,1.14252833635982e-05,0.00653275619372068,0.00612122996499161,"EOMES/PGAP1/EMX1/LHX2",4
"GO:0099188","postsynaptic cytoskeleton organization","4/112","25/18860",0.16,26.9428571428571,10.0321926962536,1.35393910750688e-05,0.00653275619372068,0.00612122996499161,"ACTB/ACTG1/EZR/ENAH",4
"GO:0021895","cerebral cortex neuron differentiation","4/112","29/18860",0.137931034482759,23.2266009852217,9.2581929888161,2.49596970824989e-05,0.00963444307384457,0.00902752833425959,"ELAVL4/EOMES/EMX1/CNTN2",4
"GO:0021978","telencephalon regionalization","3/112","13/18860",0.230769230769231,38.8598901098901,10.5540896551313,5.58336714088679e-05,0.0179598309698525,0.0168284644702518,"EOMES/EMX1/LHX2",3
"GO:0021772","olfactory bulb development","4/112","37/18860",0.108108108108108,18.2046332046332,8.09641439145118,6.69128752541995e-05,0.0184488356058007,0.0172866646145436,"EOMES/LHX2/CHD7/ROBO2",4
"GO:0021988","olfactory lobe development","4/112","39/18860",0.102564102564103,17.2710622710623,7.86172290375368,8.25737691746908e-05,0.0188782589687133,0.0176890367647938,"EOMES/LHX2/CHD7/ROBO2",4
"GO:0007411","axon guidance","8/112","243/18860",0.0329218106995885,5.54379776601999,5.51008312015026,0.000101659927960801,0.0188782589687133,0.0176890367647938,"DCC/PLXNA4/FYN/CNTN2/LHX9/LHX2/ENAH/ROBO2",8
"GO:0097485","neuron projection guidance","8/112","244/18860",0.0327868852459016,5.52107728337237,5.49394779263705,0.000104593228102271,0.0188782589687133,0.0176890367647938,"DCC/PLXNA4/FYN/CNTN2/LHX9/LHX2/ENAH/ROBO2",8
"GO:0021953","central nervous system neuron differentiation","8/112","245/18860",0.0326530612244898,5.49854227405248,5.4779012262931,0.000107596294640335,0.0188782589687133,0.0176890367647938,"ELAVL4/NEUROD1/EOMES/DCC/EMX1/PLXNA4/CNTN2/ROBO2",8
"GO:0021879","forebrain neuron differentiation","5/112","81/18860",0.0617283950617284,10.3946208112875,6.54902130547954,0.000120783238706953,0.019425970892035,0.0182022459735566,"ELAVL4/EOMES/EMX1/CNTN2/ROBO2",5
"GO:0007389","pattern specification process","11/112","486/18860",0.0226337448559671,3.81136096413874,4.85315048641464,0.000149866548858464,0.0222494184074488,0.0208478324646834,"NEUROD1/EOMES/PGAP1/EMX1/DLL3/HES6/MFNG/LHX2/ROBO2/ZBTB16/DNAAF2",11
"GO:0021872","forebrain generation of neurons","5/112","90/18860",0.0555555555555556,9.35515873015873,6.14093771522695,0.00019859472327726,0.0273777011375079,0.0256530627511528,"ELAVL4/EOMES/EMX1/CNTN2/ROBO2",5
"GO:0098974","postsynaptic actin cytoskeleton organization","3/112","20/18860",0.15,25.2589285714286,8.38951845086213,0.000215908586972702,0.0277802381904877,0.0260302422750247,"ACTB/ACTG1/EZR",3
"GO:0048485","sympathetic nervous system development","3/112","22/18860",0.136363636363636,22.9626623376623,7.96654104265033,0.000289153619044292,0.0332185314311537,0.0311259541852861,"SOX11/INSM1/PLXNA4",3
"GO:0003002","regionalization","10/112","440/18860",0.0227272727272727,3.82711038961039,4.63783358400024,0.000293023168988702,0.0332185314311537,0.0311259541852861,"NEUROD1/EOMES/PGAP1/EMX1/DLL3/HES6/LHX2/ROBO2/ZBTB16/DNAAF2",10
"GO:0007044","cell-substrate junction assembly","5/112","99/18860",0.0505050505050505,8.50468975468976,5.78646349812386,0.000309810137699879,0.0332185314311537,0.0311259541852861,"ACTG1/MAP4K4/CORO1C/ROCK1/LAMC1",5
"GO:1900242","regulation of synaptic vesicle endocytosis","3/112","24/18860",0.125,21.0491071428571,7.59621390756698,0.00037675861229258,0.0382707432486673,0.035859905591061,"ACTB/ACTG1/ROCK1",3
"GO:0150115","cell-substrate junction organization","5/112","109/18860",0.0458715596330275,7.72444298820446,5.44187068060138,0.000482847390478334,0.0465947731811592,0.043659569307462,"ACTG1/MAP4K4/CORO1C/ROCK1/LAMC1",5
"GO:0007409","axonogenesis","10/112","472/18860",0.0211864406779661,3.56764527845036,4.36646161288142,0.000508591436056298,0.046741974837555,0.0437974981024922,"ACTB/ACTG1/DCC/PLXNA4/FYN/CNTN2/LHX9/LHX2/ENAH/ROBO2",10
